course,mentor_id
EE/CS/IDS 167: Introduction to Data Compression and Storage,122
CS/CNS 174: Computer Graphics Projects,122
CS 9: Introduction to Computer Science Research,122
IDS/ACM/CS 157: Statistical Inference,122
EE/CS/IDS 160: Fundamentals of Information Transmission and Storage,122
EE/CS 10 ab: Introduction to Digital Logic and Embedded Systems,123
CS 128: Interactive Theorem Proving,123
CS 81 abc: Undergraduate Projects in Computer Science,123
CS 90: Undergraduate Reading in Computer Science,123
Ma/CS 117 abc: Computability Theory,123
CS 3: Introduction to Software Design,124
Ec/ACM/CS 112: Bayesian Statistics,124
CS 13: Mathematical Foundations of Computer Science,124
CS 19 ab: Introduction to Computer Science in Industry,124
Ma/CS 117 abc: Computability Theory,124
CS 80 abc: Undergraduate Thesis,125
CS/EE/IDS 143: Networks: Algorithms & Architecture,125
Bi/BE/CS 183: Introduction to Computational Biology and Bioinformatics,125
CS/IDS 150 ab: Probability and Algorithms,125
CS 282 abc: Reading in Computer Science,125
ME/CS/EE 134: Robotic Systems,126
CS 132: Web Development,126
ME/CS/EE 129: Experimental Robotics,126
CS 81 abc: Undergraduate Projects in Computer Science,126
ME/CS/EE 169: Mobile Robots,126
CS 115: Functional Programming,127
CS 124: Operating Systems,127
ME/CS/EE 129: Experimental Robotics,127
CS 2: Introduction to Programming Methods,127
CS/IDS 150 ab: Probability and Algorithms,127
"CS/IDS 162: Data, Algorithms and Society",128
CMS/CS/IDS 139: Analysis and Design of Algorithms,128
EE/CS/MedE 175: Advanced Topics in Digital Design with FPGAs and VHDL,128
EE/CS 161: Big Data Networks,128
Ma/CS 6/106 abc: Introduction to Discrete Mathematics,128
CS/IDS 178: Numerical Algorithms and their Implementation,129
CS/Ph 120: Quantum Cryptography,129
ME/CS/EE 169: Mobile Robots,129
CS/IDS 142: Distributed Computing,129
IDS/ACM/CS 158: Fundamentals of Statistical Learning,129
CS 115: Functional Programming,130
CS 287: Center for the Mathematics of Information Seminar,130
"CS/IDS 162: Data, Algorithms and Society",130
CS 21: Decidability and Tractability,130
EE/Ma/CS/IDS 127: Error-Correcting Codes,130
EE/CS 119 abc: Advanced Digital Systems Design,131
CNS/Bi/EE/CS/NB 186: Vision: From Computational Theory to Neuronal Mechanisms,131
CS 11: Computer Language Lab,131
CS 42: Computer Science Education in K-14 Settings,131
CS 152: Introduction to Cryptography,131
CS/Ph 120: Quantum Cryptography,132
CS/EE 145: Projects in Networking,132
CS 128: Interactive Theorem Proving,132
CNS/Bi/EE/CS/NB 186: Vision: From Computational Theory to Neuronal Mechanisms,132
ME/CS/EE 133 ab: Robotics,132
CS 1: Introduction to Computer Programming,133
CS/EE 145: Projects in Networking,133
EE/Ma/CS/IDS 127: Error-Correcting Codes,133
Ma/CS 117 abc: Computability Theory,133
CS/IDS 121: Relational Databases,133
ME/CS/EE 129: Experimental Robotics,134
CS/CNS/EE/IDS 165: Foundations of Machine Learning and Statistical Inference,134
Bi/BE/CS 183: Introduction to Computational Biology and Bioinformatics,134
IDS/ACM/CS 158: Fundamentals of Statistical Learning,134
CS 12: Student-Taught Topics in Computing,134
EE/CS/IDS 167: Introduction to Data Compression and Storage,135
Ma/CS 117 abc: Computability Theory,135
CS 138: Computer Algorithms,135
CS 115: Functional Programming,135
IDS/ACM/CS 158: Fundamentals of Statistical Learning,135
Ec/ACM/CS 112: Bayesian Statistics,136
CS 11: Computer Language Lab,136
CS 179: GPU Programming,136
CS 152: Introduction to Cryptography,136
CS 132: Web Development,136
CS 19 ab: Introduction to Computer Science in Industry,137
CS/CNS/EE/IDS 159: Advanced Topics in Machine Learning,137
CS 24: Introduction to Computing Systems,137
CS/EE 145: Projects in Networking,137
CS 1: Introduction to Computer Programming,137
EE/Ma/CS/IDS 136: Information Theory and Applications,138
CS 13: Mathematical Foundations of Computer Science,138
CS 137: Real-World Algorithm Implementation,138
EE/CNS/CS 148: Advanced Topics in Vision: Large Language and Vision Models,138
CS 116: Reasoning about Program Correctness,138
CS 103 abc: Reading in Computer Science,139
CS 179: GPU Programming,139
CS 180: Master’s Thesis Research,139
CS 12: Student-Taught Topics in Computing,139
CS/CNS 174: Computer Graphics Projects,139
CMS/CS/IDS 139: Analysis and Design of Algorithms,140
EE/CNS/CS 148: Advanced Topics in Vision: Large Language and Vision Models,140
EE/CS/IDS 167: Introduction to Data Compression and Storage,140
CS 152: Introduction to Cryptography,140
CS 21: Decidability and Tractability,140
CS 274 abc: Topics in Computer Graphics,141
CS 19 ab: Introduction to Computer Science in Industry,141
CNS/Bi/EE/CS/NB 186: Vision: From Computational Theory to Neuronal Mechanisms,141
CS 138: Computer Algorithms,141
CS 118: Automata-Theoretic Software Analysis,141
EE/CS/IDS 160: Fundamentals of Information Transmission and Storage,142
CS 1 x: Intermediate Computer Programming,142
CS 274 abc: Topics in Computer Graphics,142
CS 3: Introduction to Software Design,142
CS 282 abc: Reading in Computer Science,142
EE/CS 10 ab: Introduction to Digital Logic and Embedded Systems,143
CNS/Bi/Ph/CS/NB 187: Neural Computation,143
ME/CS/EE 169: Mobile Robots,143
Ph/CS 219 abc: Quantum Computation,143
CS/EE 145: Projects in Networking,143
CS 130: Software Engineering,144
CS 151: Complexity Theory,144
CS 274 abc: Topics in Computer Graphics,144
CS/EE 146: Control and Optimization of Networks,144
CS/IDS 142: Distributed Computing,144
CMS/CS/EE/IDS 144: Networks: Structure & Economics,145
CS 9: Introduction to Computer Science Research,145
CS 4: Fundamentals of Computer Programming,145
ME/CS/EE 169: Mobile Robots,145
CS 138: Computer Algorithms,145
CS 132: Web Development,146
Ec/ACM/CS 112: Bayesian Statistics,146
CS/CNS 174: Computer Graphics Projects,146
CS/Ph 120: Quantum Cryptography,146
CS/EE/IDS 166: Computational Cameras,146
CS 137: Real-World Algorithm Implementation,147
CS 179: GPU Programming,147
CS/CNS/EE/IDS 159: Advanced Topics in Machine Learning,147
IDS/ACM/CS 158: Fundamentals of Statistical Learning,147
CS/CNS/EE/IDS 165: Foundations of Machine Learning and Statistical Inference,147
CS 274 abc: Topics in Computer Graphics,148
CS 131: Programming Languages,148
CS 151: Complexity Theory,148
CS 138: Computer Algorithms,148
CS/Ph 120: Quantum Cryptography,148
EE/CS/IDS 167: Introduction to Data Compression and Storage,149
CS 179: GPU Programming,149
CS/EE 146: Control and Optimization of Networks,149
CS/CNS 171: Computer Graphics Laboratory,149
CS 4: Fundamentals of Computer Programming,149
CS 101: Special Topics in Computer Science,150
CS 176: Computer Graphics Research,150
CS 38: Algorithms,150
CS 42: Computer Science Education in K-14 Settings,150
CS/CNS/EE 156 ab: Learning Systems,150
CS 11: Computer Language Lab,151
CS/IDS 121: Relational Databases,151
CS/Ph 120: Quantum Cryptography,151
CS 38: Algorithms,151
EE/CS 161: Big Data Networks,151
CS 2: Introduction to Programming Methods,152
CS 19 ab: Introduction to Computer Science in Industry,152
CS 152: Introduction to Cryptography,152
Bi/BE/CS 183: Introduction to Computational Biology and Bioinformatics,152
CS 42: Computer Science Education in K-14 Settings,152
CS/CNS 171: Computer Graphics Laboratory,153
EE/CNS/CS 148: Advanced Topics in Vision: Large Language and Vision Models,153
CS/EE 145: Projects in Networking,153
CS 151: Complexity Theory,153
CS 130: Software Engineering,153
CS 1 x: Intermediate Computer Programming,154
CS 151: Complexity Theory,154
CS 11: Computer Language Lab,154
ME/CS/EE 169: Mobile Robots,154
CS 38: Algorithms,154
EE/CS 10 ab: Introduction to Digital Logic and Embedded Systems,155
CS 21: Decidability and Tractability,155
CS 152: Introduction to Cryptography,155
CS/CNS/EE/IDS 159: Advanced Topics in Machine Learning,155
ME/CS/EE 169: Mobile Robots,155
CS 19 ab: Introduction to Computer Science in Industry,156
CS/IDS 150 ab: Probability and Algorithms,156
CS 280: Research in Computer Science,156
CNS/Bi/Ph/CS/NB 187: Neural Computation,156
CS 22: Data Structures & Parallelism,156
CS/EE/ME 75 abc: Multidisciplinary Systems Engineering,157
CS 164: Compilers,157
CS 90: Undergraduate Reading in Computer Science,157
EE/Ma/CS/IDS 136: Information Theory and Applications,157
EE/CS/EST 135: Power System Analysis,157
CMS/CS/CNS/EE/IDS 155: Machine Learning & Data Mining,158
EE/CS/IDS 160: Fundamentals of Information Transmission and Storage,158
CS 90: Undergraduate Reading in Computer Science,158
CMS/CS/EE/IDS 144: Networks: Structure & Economics,158
CS 22: Data Structures & Parallelism,158
ME/CS/EE 129: Experimental Robotics,159
CS 80 abc: Undergraduate Thesis,159
CS/IDS 178: Numerical Algorithms and their Implementation,159
EE/CS 161: Big Data Networks,159
CS 179: GPU Programming,159
CS 118: Automata-Theoretic Software Analysis,160
CS 101: Special Topics in Computer Science,160
Ph/CS 219 abc: Quantum Computation,160
CS 22: Data Structures & Parallelism,160
CS 274 abc: Topics in Computer Graphics,160
CS/IDS 150 ab: Probability and Algorithms,161
CS 124: Operating Systems,161
Ph/CS 219 abc: Quantum Computation,161
CS 128: Interactive Theorem Proving,161
CS 22: Data Structures & Parallelism,161
Ma/CS 117 abc: Computability Theory,162
CS 124: Operating Systems,162
CS 102 abc: Seminar in Computer Science,162
EE/CS 10 ab: Introduction to Digital Logic and Embedded Systems,162
CMS/CS/EE/IDS 144: Networks: Structure & Economics,162
CS/CNS/EE/IDS 165: Foundations of Machine Learning and Statistical Inference,163
CS 164: Compilers,163
CS/Ph 120: Quantum Cryptography,163
BE/CS/CNS/Bi 191 ab: Biomolecular Computation,163
CS 21: Decidability and Tractability,163
CS/CNS/EE 156 ab: Learning Systems,164
CS 4: Fundamentals of Computer Programming,164
CS 128: Interactive Theorem Proving,164
EE/CS 10 ab: Introduction to Digital Logic and Embedded Systems,164
EE/CS 147: Digital Ventures Design,164
CS 111: Graduate Programming Practicum,165
EE/Ma/CS/IDS 127: Error-Correcting Codes,165
CS 151: Complexity Theory,165
CS 137: Real-World Algorithm Implementation,165
CS 179: GPU Programming,165
CS/CNS/EE/IDS 165: Foundations of Machine Learning and Statistical Inference,166
EE/Ma/CS/IDS 127: Error-Correcting Codes,166
CS 286 abc: Seminar in Computer Science,166
CS 42: Computer Science Education in K-14 Settings,166
CS 2: Introduction to Programming Methods,166
CS 287: Center for the Mathematics of Information Seminar,167
CS 282 abc: Reading in Computer Science,167
EE/Ma/CS 126 ab: Information Theory,167
CNS/Bi/Ph/CS/NB 187: Neural Computation,167
HPS/Pl/CS 110: Causation and Explanation,167
CS 118: Automata-Theoretic Software Analysis,168
CS/EE/ME 75 abc: Multidisciplinary Systems Engineering,168
CS/CNS/EE/IDS 165: Foundations of Machine Learning and Statistical Inference,168
CS 9: Introduction to Computer Science Research,168
CS 21: Decidability and Tractability,168
CS/IDS 142: Distributed Computing,169
CS 101: Special Topics in Computer Science,169
CS 274 abc: Topics in Computer Graphics,169
CS 19 ab: Introduction to Computer Science in Industry,169
CS 152: Introduction to Cryptography,169
CNS/Bi/EE/CS/NB 186: Vision: From Computational Theory to Neuronal Mechanisms,170
CS 280: Research in Computer Science,170
CS/IDS 150 ab: Probability and Algorithms,170
EE/CS 161: Big Data Networks,170
EE/CS/IDS 160: Fundamentals of Information Transmission and Storage,170
CS/CNS 174: Computer Graphics Projects,171
CS 22: Data Structures & Parallelism,171
Ma/CS 6/106 abc: Introduction to Discrete Mathematics,171
CS 103 abc: Reading in Computer Science,171
CS 124: Operating Systems,171
EE/CS 147: Digital Ventures Design,172
CS/CNS/EE 156 ab: Learning Systems,172
Bi/BE/CS 183: Introduction to Computational Biology and Bioinformatics,172
CS/IDS 150 ab: Probability and Algorithms,172
CS/IDS 178: Numerical Algorithms and their Implementation,172
CS/CNS/EE 156 ab: Learning Systems,173
CS 274 abc: Topics in Computer Graphics,173
CNS/Bi/EE/CS/NB 186: Vision: From Computational Theory to Neuronal Mechanisms,173
EE/CS/EST 135: Power System Analysis,173
EE/CS 10 ab: Introduction to Digital Logic and Embedded Systems,173
CS 90: Undergraduate Reading in Computer Science,174
CS 13: Mathematical Foundations of Computer Science,174
CS 130: Software Engineering,174
CS 24: Introduction to Computing Systems,174
ME/CS/EE 134: Robotic Systems,174
BE/CS 196 ab: Design and Construction of Programmable Molecular Systems,175
CS/IDS 121: Relational Databases,175
CS 2: Introduction to Programming Methods,175
CS 116: Reasoning about Program Correctness,175
Bi/BE/CS 183: Introduction to Computational Biology and Bioinformatics,175
CS 21: Decidability and Tractability,176
CS 180: Master’s Thesis Research,176
CS 124: Operating Systems,176
ME/CS/EE 134: Robotic Systems,176
CS 102 abc: Seminar in Computer Science,176
EE/Ma/CS/IDS 136: Information Theory and Applications,177
CS/CNS/EE/IDS 159: Advanced Topics in Machine Learning,177
CS 111: Graduate Programming Practicum,177
CS 274 abc: Topics in Computer Graphics,177
CS 102 abc: Seminar in Computer Science,177
CS/EE 146: Control and Optimization of Networks,178
EE/CS/EST 135: Power System Analysis,178
CS 3: Introduction to Software Design,178
CS 4: Fundamentals of Computer Programming,178
Ma/CS 117 abc: Computability Theory,178
CS/IDS 178: Numerical Algorithms and their Implementation,179
CS/IDS 153: Current Topics in Theoretical Computer Science,179
CS 21: Decidability and Tractability,179
CS 24: Introduction to Computing Systems,179
EE/CS/EST 135: Power System Analysis,179
CS/CNS 174: Computer Graphics Projects,180
CS 12: Student-Taught Topics in Computing,180
BE/CS 196 ab: Design and Construction of Programmable Molecular Systems,180
CS 81 abc: Undergraduate Projects in Computer Science,180
CNS/Bi/EE/CS/NB 186: Vision: From Computational Theory to Neuronal Mechanisms,180
CS 179: GPU Programming,181
CS 80 abc: Undergraduate Thesis,181
ME/CS/EE 169: Mobile Robots,181
CS 118: Automata-Theoretic Software Analysis,181
EE/CS 161: Big Data Networks,181
ME/CS/EE 169: Mobile Robots,182
CS 164: Compilers,182
CS 101: Special Topics in Computer Science,182
CS 90: Undergraduate Reading in Computer Science,182
EE/Ma/CS/IDS 127: Error-Correcting Codes,182
CS 24: Introduction to Computing Systems,183
CS 287: Center for the Mathematics of Information Seminar,183
CS 130: Software Engineering,183
CMS/CS/CNS/EE/IDS 155: Machine Learning & Data Mining,183
Bi/BE/CS 183: Introduction to Computational Biology and Bioinformatics,183
CS 176: Computer Graphics Research,184
CS 102 abc: Seminar in Computer Science,184
EE/CNS/CS 148: Advanced Topics in Vision: Large Language and Vision Models,184
ME/CS/EE 169: Mobile Robots,184
CS 19 ab: Introduction to Computer Science in Industry,184
EE/CS/MedE 175: Advanced Topics in Digital Design with FPGAs and VHDL,185
CS/ACM 177 ab: Discrete Differential Geometry: Theory and Applications,185
EE/CS 10 ab: Introduction to Digital Logic and Embedded Systems,185
CS 138: Computer Algorithms,185
ME/CS/EE 129: Experimental Robotics,185
CS/EE 146: Control and Optimization of Networks,186
CS/IDS 150 ab: Probability and Algorithms,186
CS 1 x: Intermediate Computer Programming,186
CS 152: Introduction to Cryptography,186
CS 141: Hack Society: Projects from the Public Sector,186
CS 21: Decidability and Tractability,187
CS/EE 146: Control and Optimization of Networks,187
CS 124: Operating Systems,187
CS/EE/IDS 166: Computational Cameras,187
CS 81 abc: Undergraduate Projects in Computer Science,187
CS 42: Computer Science Education in K-14 Settings,188
CS 101: Special Topics in Computer Science,188
EE/CS/IDS 160: Fundamentals of Information Transmission and Storage,188
CS 115: Functional Programming,188
CS 24: Introduction to Computing Systems,188
CS 115: Functional Programming,189
CS 12: Student-Taught Topics in Computing,189
CS/CNS 171: Computer Graphics Laboratory,189
CS 80 abc: Undergraduate Thesis,189
CS 81 abc: Undergraduate Projects in Computer Science,189
BE/CS 196 ab: Design and Construction of Programmable Molecular Systems,190
CS 22: Data Structures & Parallelism,190
CS 38: Algorithms,190
CS/ACM 177 ab: Discrete Differential Geometry: Theory and Applications,190
BE/CS/CNS/Bi 191 ab: Biomolecular Computation,190
CS 137: Real-World Algorithm Implementation,191
CS 124: Operating Systems,191
CS 81 abc: Undergraduate Projects in Computer Science,191
CS/CNS 171: Computer Graphics Laboratory,191
CS 138: Computer Algorithms,191
Ph/CS 219 abc: Quantum Computation,192
CS/EE 145: Projects in Networking,192
EE/CS/MedE 125: Digital Circuit Design with FPGAs and VHDL,192
CS/CNS 171: Computer Graphics Laboratory,192
CS 115: Functional Programming,192
CS 1 x: Intermediate Computer Programming,193
CS 103 abc: Reading in Computer Science,193
IDS/ACM/CS 158: Fundamentals of Statistical Learning,193
Ma/CS 117 abc: Computability Theory,193
IDS/ACM/CS 157: Statistical Inference,193
CS 118: Automata-Theoretic Software Analysis,194
CS 137: Real-World Algorithm Implementation,194
CS/IDS 150 ab: Probability and Algorithms,194
ME/CS/EE 129: Experimental Robotics,194
CS/ACM 177 ab: Discrete Differential Geometry: Theory and Applications,194
CS 180: Master’s Thesis Research,195
CS/EE 145: Projects in Networking,195
ME/CS/EE 134: Robotic Systems,195
CS 282 abc: Reading in Computer Science,195
EE/CNS/CS 148: Advanced Topics in Vision: Large Language and Vision Models,195
CMS/CS/CNS/EE/IDS 155: Machine Learning & Data Mining,196
CS 274 abc: Topics in Computer Graphics,196
CMS/CS/IDS 139: Analysis and Design of Algorithms,196
CNS/Bi/Ph/CS/NB 187: Neural Computation,196
IDS/ACM/CS 158: Fundamentals of Statistical Learning,196
EE/Ma/CS 126 ab: Information Theory,197
CS 42: Computer Science Education in K-14 Settings,197
CS 152: Introduction to Cryptography,197
CS/Ph 120: Quantum Cryptography,197
CS 128: Interactive Theorem Proving,197
EE/CS/MedE 175: Advanced Topics in Digital Design with FPGAs and VHDL,198
EE/CS/EST 135: Power System Analysis,198
CS/EE/ME 75 abc: Multidisciplinary Systems Engineering,198
ME/CS/EE 129: Experimental Robotics,198
CS 164: Compilers,198
EE/CNS/CS 148: Advanced Topics in Vision: Large Language and Vision Models,199
CS 81 abc: Undergraduate Projects in Computer Science,199
CS 1 x: Intermediate Computer Programming,199
IDS/ACM/CS 158: Fundamentals of Statistical Learning,199
CS 138: Computer Algorithms,199
